,ghi,dni,dhi,temp_air,wind_speed,Sim_Power,Target_Power,Error,beta,cv,NWP_GHI,NWP_DNI,NWP_DHI,NWP_Temp,NWP_Wind,NWP_Humidity,NWP_Cloud,NWP_Precip
2019-01-02 00:00:00+00:00,116.24721395821707,553.3473576739228,34.910490534050815,10.066666666666666,1.2000000000000002,8.933633246485456,2.3693182346,6.564315011885456,2.22624619733905,0.29150982371932105,0.0,0.0,0.0,9.5,1.9,27.0,0.0,0.0
2019-01-02 00:15:00+00:00,73.02106821334148,430.040182549437,26.266060400777206,9.933333333333334,1.2000000000000002,6.464804589668315,0.6276980298,5.837106559868315,2.0377556645833166,0.38785973750519687,0.0,0.0,0.0,8.840570573561688,2.400135265645866,30.726016478446425,0.0,0.0
2019-01-02 00:30:00+00:00,32.72594651125223,196.02675315608133,16.30101458526067,9.766666666666667,1.1,2.9750059284632844,0.39974816346666664,2.5752577649966173,2.0412314159396314,0.4798664467425919,0.0,0.0,0.0,8.23449031523014,3.231535908479377,35.15222166203299,0.0,0.0
2019-01-02 00:45:00+00:00,2.5128537302535268,26.339312881451168,1.8696359430722538,9.633333333333333,1.1,0.26759267718839574,0.00040370433333333333,0.26718897285506243,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,7.711164899283525,4.272168597073201,39.502316014603075,0.0,0.0
2019-01-02 01:00:00+00:00,0.0,0.0,0.0,9.5,1.1,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,7.3,5.4,43.0,0.0,0.0
2019-01-02 01:15:00+00:00,0.0,0.0,0.0,9.5,1.0333333333333334,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,7.016884743922421,6.498580440106032,45.07302655789958,0.0,0.0
2019-01-02 01:30:00+00:00,0.0,0.0,0.0,9.466666666666667,1.0,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,6.823642066652374,7.473794857331906,45.96535853130741,0.0,0.0
2019-01-02 01:45:00+00:00,0.0,0.0,0.0,9.4,0.9333333333333332,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,6.668578356056142,8.23711184589183,46.125011239061536,0.0,0.0
2019-01-02 02:00:00+00:00,0.0,0.0,0.0,9.4,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,6.5,8.7,46.0,0.0,0.0
2019-01-02 02:15:00+00:00,0.0,0.0,0.0,9.466666666666667,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,6.277827950748635,8.803980473930011,45.95062728995527,0.0,0.0
2019-01-02 02:30:00+00:00,0.0,0.0,0.0,9.5,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,6.008441418160361,8.610784662192996,45.986344212737386,0.0,0.0
2019-01-02 02:45:00+00:00,0.0,0.0,0.0,9.566666666666666,0.8333333333333334,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,5.70983417649191,8.212196519359486,46.02888902915081,0.0,0.0
2019-01-02 03:00:00+00:00,0.0,0.0,0.0,9.6,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,5.4,7.7,46.0,0.0,0.0
2019-01-02 03:15:00+00:00,0.0,0.0,0.0,9.6,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,5.093678453083047,7.146435164173931,45.85883928227936,0.0,0.0
2019-01-02 03:30:00+00:00,0.0,0.0,0.0,9.5,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,4.792592260706182,6.545566493896108,45.71426461774307,0.0,0.0
2019-01-02 03:45:00+00:00,0.0,0.0,0.0,9.5,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,4.495209937976227,5.871914576670233,45.71255764433525,0.0,0.0
2019-01-02 04:00:00+00:00,0.0,0.0,0.0,9.466666666666667,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,4.2,5.1,46.0,0.0,0.0
2019-01-02 04:15:00+00:00,0.0,0.0,0.0,9.4,0.8000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,3.9083957369191826,4.230591369374272,46.67651558092729,0.0,0.0
2019-01-02 04:30:00+00:00,0.0,0.0,0.0,9.3,0.8333333333333334,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,3.6336895390149104,3.3694493622225705,47.65659731629033,0.0,0.0
2019-01-02 04:45:00+00:00,0.0,0.0,0.0,9.233333333333333,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,3.392138571603183,2.6485826739595852,48.80838039350822,0.0,0.0
2019-01-02 05:00:00+00:00,0.0,0.0,0.0,9.166666666666666,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,3.2,2.2,50.0,0.0,0.0
2019-01-02 05:15:00+00:00,0.0,0.0,0.0,9.1,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,3.066488599240224,2.1061993583289818,51.10697339401152,0.0,0.0
2019-01-02 05:30:00+00:00,0.0,0.0,0.0,9.0,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.9726495832341753,2.2516360572136063,52.03434611709559,0.0,0.0
2019-01-02 05:45:00+00:00,0.0,0.0,0.0,8.933333333333334,0.9,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.8924857756110396,2.471254727491428,52.69454578163189,0.0,0.0
2019-01-02 06:00:00+00:00,0.0,0.0,0.0,8.866666666666667,0.9333333333333332,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.8,2.6,53.0,0.0,0.0
2019-01-02 06:15:00+00:00,0.0,0.0,0.0,8.8,1.0,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.675649866119921,2.5211736973098016,52.9112158430267,0.0,0.0
2019-01-02 06:30:00+00:00,0.0,0.0,0.0,8.766666666666667,1.0,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.5257121280483856,2.311506408923003,52.581018215327276,0.0,0.0
2019-01-02 06:45:00+00:00,0.0,0.0,0.0,8.700000000000001,1.0,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.3629183259526583,2.0960859160747045,52.21031147996424,0.0,0.0
2019-01-02 07:00:00+00:00,0.0,0.0,0.0,8.6,1.1,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.2,2.0,52.0,0.0,0.0
2019-01-02 07:15:00+00:00,0.0,0.0,0.0,8.533333333333333,1.1,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,2.048099436280092,2.1106683524318144,52.107538233881726,0.0,0.0
2019-01-02 07:30:00+00:00,0.0,0.0,0.0,8.466666666666667,1.2000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.91200190457228,2.3648383070943795,52.51658102159526,0.0,0.0
2019-01-02 07:45:00+00:00,0.0,0.0,0.0,8.333333333333334,1.2000000000000002,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.7949034205783285,2.661589108209755,53.16733329851118,0.0,0.0
2019-01-02 08:00:00+00:00,0.0,0.0,0.0,8.266666666666667,1.3,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.7,2.9,54.0,0.0,0.0
2019-01-02 08:15:00+00:00,0.0,0.0,0.0,8.200000000000001,1.3,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.6272648887597128,3.015840392962942,54.97113122144643,0.0,0.0
2019-01-02 08:30:00+00:00,0.0,0.0,0.0,8.066666666666666,1.3333333333333333,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.5637802536624945,3.0916403626994784,56.10265769829167,0.0,0.0
2019-01-02 08:45:00+00:00,0.0,0.0,0.0,8.0,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.4934054917340296,3.2466201510862764,57.43285532599108,0.0,0.0
2019-01-02 09:00:00+00:00,0.0,0.0,0.0,7.900000000000001,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.4,3.6,59.0,0.0,0.0
2019-01-02 09:15:00+00:00,0.0,0.0,0.0,7.900000000000001,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.2725285086810594,4.224407575716418,60.80481188033255,0.0,0.0
2019-01-02 09:30:00+00:00,0.0,0.0,0.0,7.8,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,1.120377080777742,5.006100242107705,62.697788185238025,0.0,0.0
2019-01-02 09:45:00+00:00,0.0,0.0,0.0,7.8,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.9580371124855541,5.784742787445141,64.49187039752451,0.0,0.0
2019-01-02 10:00:00+00:00,0.0,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.8,6.4,66.0,0.0,0.0
2019-01-02 10:15:00+00:00,0.0,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.6591835765160511,6.709966804171386,67.05962125722334,0.0,0.0
2019-01-02 10:30:00+00:00,0.0,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.5422114232265371,6.646458668869699,67.60618956075615,0.0,0.0
2019-01-02 10:45:00+00:00,0.0,0.0,0.0,7.766666666666667,1.3999999999999997,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.45413355832375496,6.1597211991331635,67.59966308391091,0.0,0.0
2019-01-02 11:00:00+00:00,0.0,0.0,0.0,7.8,1.3,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.4,5.2,67.0,0.0,0.0
2019-01-02 11:15:00+00:00,0.0,0.0,0.0,7.8,1.3,0.0,0.0,0.0,2.051548786564513,0.5093864415697394,0.0,0.0,0.0,0.3797996852547377,3.793537707598037,65.86295309077413,0.0,0.0
