time,temperature_2m (°C),cloud_cover (%),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2019-03-07T05:00,9.8,52,92,1012.5,1.3,0,0,0
2019-03-07T06:00,9.4,66,91,1012.5,0.8,0,0,0
2019-03-07T07:00,8.4,77,93,1012.9,4,14,12,25.7
2019-03-07T08:00,9.6,63,93,1013.4,4.4,80,80,0
2019-03-07T09:00,10.5,57,86,1013.7,1.8,299,173,341
2019-03-07T10:00,11.1,54,78,1013.7,6.1,378,202,333.8
2019-03-07T11:00,11.4,74,77,1013.9,5.9,260,261,0
2019-03-07T12:00,11.7,54,75,1013.7,11.4,337,336,1.4
2019-03-07T13:00,11.9,49,72,1013.3,10.6,586,238,474.5
2019-03-07T14:00,11.6,99,68,1012.7,8.8,455,406,70.3
2019-03-07T15:00,11.4,100,70,1012.2,8.9,383,321,101.6
2019-03-07T16:00,11.4,100,68,1011.9,10.5,305,295,20.9
2019-03-07T17:00,10.9,100,66,1011.7,11,169,168,3.2
2019-03-07T18:00,9.8,80,70,1011.6,8.7,43,43,0
2019-03-07T19:00,8.6,21,75,1011.3,8.7,0,0,0
2019-03-07T20:00,7.8,17,76,1011.5,7.2,0,0,0
2019-03-07T21:00,7.8,8,74,1011.7,7.1,0,0,0
2019-03-07T22:00,7.7,13,75,1012,7.4,0,0,0
2019-03-07T23:00,7.7,26,75,1012.2,7.6,0,0,0
2019-03-08T00:00,7.5,37,80,1012,7.6,0,0,0
2019-03-08T01:00,7.2,5,81,1012.1,6.5,0,0,0
2019-03-08T02:00,6.9,18,78,1012.2,6.8,0,0,0
2019-03-08T03:00,6.4,15,75,1012.1,8.1,0,0,0
2019-03-08T04:00,6.6,33,75,1012.1,11.8,0,0,0
2019-03-08T05:00,6.1,14,76,1012.1,8.9,0,0,0
2019-03-08T06:00,5.6,10,77,1012.9,9.4,0,0,0
2019-03-08T07:00,6,9,75,1013.5,9.7,18,13,62.3
2019-03-08T08:00,7.8,13,76,1014,5.4,165,39,670.4
2019-03-08T09:00,10,17,68,1014.8,11.2,262,250,32
2019-03-08T10:00,11,18,64,1015.3,14.8,490,173,595.5
2019-03-08T11:00,11.6,22,58,1015.3,16.3,612,180,664.4
2019-03-08T12:00,11.7,38,54,1015.4,13.9,688,235,628.9
2019-03-08T13:00,12.2,14,52,1015.3,15.3,761,150,828
2019-03-08T14:00,12.5,17,53,1014.9,16.8,752,115,907.7
2019-03-08T15:00,12.2,5,53,1014.9,17,599,171,696.6
2019-03-08T16:00,12.1,5,52,1014.9,15.8,439,151,597.9
2019-03-08T17:00,11.2,25,54,1014.9,14.3,263,107,498.8
2019-03-08T18:00,9.7,21,61,1015.3,11.2,41,36,34.1
2019-03-08T19:00,8.8,18,64,1015.1,6,0,0,0
2019-03-08T20:00,7.7,2,66,1015.1,5.2,0,0,0
2019-03-08T21:00,6.9,11,69,1014.7,3.8,0,0,0
2019-03-08T22:00,6.6,4,73,1014.6,6.9,0,0,0
2019-03-08T23:00,6,13,74,1014.1,5.5,0,0,0
2019-03-09T00:00,5.3,16,75,1013.9,5.5,0,0,0
2019-03-09T01:00,4.7,3,78,1013.9,4.1,0,0,0
2019-03-09T02:00,4.5,21,83,1013.7,7.7,0,0,0
2019-03-09T03:00,4.9,26,83,1012.9,8.4,0,0,0
2019-03-09T04:00,4.7,18,84,1012.3,7.4,0,0,0
2019-03-09T05:00,4.6,43,86,1011.8,10,0,0,0
2019-03-09T06:00,5,48,88,1011.5,11.5,0,0,0
2019-03-09T07:00,5.9,39,84,1011,15.5,17,16,12.1
2019-03-09T08:00,7.6,23,77,1010.6,21,139,129,51.8
2019-03-09T09:00,9.7,39,70,1010.8,20.9,282,267,39.5
2019-03-09T10:00,10.2,54,71,1010.8,15.3,494,357,254.9
2019-03-09T11:00,9.7,62,76,1010.7,16.5,346,346,0
2019-03-09T12:00,10.8,76,74,1010.6,10.1,683,419,364.1
2019-03-09T13:00,11.1,37,77,1010,10.4,528,424,140.1
2019-03-09T14:00,12,21,67,1009.4,15.6,461,461,0
2019-03-09T15:00,12.1,27,69,1009,13,395,234,260.3
2019-03-09T16:00,11.7,27,69,1008.8,10.1,345,203,292.5
2019-03-09T17:00,11.4,7,64,1008.5,11.5,235,170,205.5
2019-03-09T18:00,10.1,3,67,1008.3,9.5,46,45,6.7
2019-03-09T19:00,9.1,18,74,1008.6,8.8,0,0,0
2019-03-09T20:00,8.4,13,81,1008.7,10.7,0,0,0
2019-03-09T21:00,7.6,43,81,1008.6,9.7,0,0,0
2019-03-09T22:00,7.9,35,82,1008.7,9.8,0,0,0
2019-03-09T23:00,7.3,35,85,1008.7,9.2,0,0,0
2019-03-10T00:00,6.9,36,87,1008.7,12.9,0,0,0
2019-03-10T01:00,6.9,49,87,1008.7,8.2,0,0,0
2019-03-10T02:00,7,61,87,1008.7,7.4,0,0,0
2019-03-10T03:00,7,54,91,1008.4,11.8,0,0,0
2019-03-10T04:00,7,64,92,1008.5,13.2,0,0,0
2019-03-10T05:00,6.7,71,93,1008.4,10.2,0,0,0
2019-03-10T06:00,6.5,44,93,1008.7,10.4,0,0,0
2019-03-10T07:00,6.8,50,94,1009.1,8.7,2,2,0
2019-03-10T08:00,7.8,33,92,1009.7,11.2,80,80,0
2019-03-10T09:00,9.6,19,86,1010,12.5,324,236,228.6
2019-03-10T10:00,11.3,32,78,1010.5,16.1,458,399,108.8
2019-03-10T11:00,12.5,53,70,1010.7,12.4,422,394,42.4
2019-03-10T12:00,13,24,63,1010.9,9.7,503,416,119.2
2019-03-10T13:00,13.4,12,60,1010.8,8.8,602,513,119.1
2019-03-10T14:00,13.4,10,61,1010.4,10.2,484,458,36.6
2019-03-10T15:00,12.2,13,70,1010.5,3.6,484,360,199.2
2019-03-10T16:00,12,10,75,1010.8,12.3,298,285,26.6
2019-03-10T17:00,11.1,9,79,1011.2,7.3,231,178,165.7
2019-03-10T18:00,9.9,4,83,1011.5,6.6,46,40,40
2019-03-10T19:00,9.3,19,86,1012,4.6,0,0,0
2019-03-10T20:00,8.1,8,87,1012.6,5.5,0,0,0
2019-03-10T21:00,7.6,13,86,1012.7,7.3,0,0,0
2019-03-10T22:00,6.7,6,87,1013,5.8,0,0,0
2019-03-10T23:00,6.1,21,88,1013.3,6.2,0,0,0
2019-03-11T00:00,5.4,8,90,1013.4,3.6,0,0,0
2019-03-11T01:00,4.8,5,90,1013.5,5.8,0,0,0
2019-03-11T02:00,4.6,13,86,1013.6,4.9,0,0,0
2019-03-11T03:00,4.2,8,86,1013.3,2.3,0,0,0
2019-03-11T04:00,3.5,3,89,1013.2,1.3,0,0,0
2019-03-11T05:00,3.1,6,88,1013.4,2.8,0,0,0
2019-03-11T06:00,3.1,13,86,1013.7,6.4,0,0,0
2019-03-11T07:00,3.2,10,91,1014,5.8,23,15,90.9
2019-03-11T08:00,6.4,26,96,1014.5,1.3,168,74,462
2019-03-11T09:00,10.2,8,88,1014.9,0.8,376,113,674.2
2019-03-11T10:00,11.1,0,71,1015.1,2.7,575,97,873
2019-03-11T11:00,12.4,0,56,1015,6.8,715,99,926.2
2019-03-11T12:00,13.8,0,50,1015,9.7,799,103,947.4
2019-03-11T13:00,15.4,0,42,1014.4,13.4,815,114,932.7
2019-03-11T14:00,16.6,0,38,1013.5,13.3,762,145,863.4
2019-03-11T15:00,17.6,0,36,1012.8,13.2,654,108,871.6
2019-03-11T16:00,17.9,0,38,1012.3,15.4,487,99,787
2019-03-11T17:00,16.6,0,43,1012.1,16.3,278,85,596.8
2019-03-11T18:00,14.4,2,53,1011.9,9.4,54,43,72.5
2019-03-11T19:00,12,3,64,1011.7,11,0,0,0
2019-03-11T20:00,10.8,2,64,1011.6,10.2,0,0,0
2019-03-11T21:00,9.6,3,69,1011.5,4.8,0,0,0
2019-03-11T22:00,8.7,3,70,1011.2,2.9,0,0,0
2019-03-11T23:00,8.2,2,70,1010.8,6.1,0,0,0
2019-03-12T00:00,7.3,3,77,1010.2,5,0,0,0
2019-03-12T01:00,6.8,0,77,1009.7,5.2,0,0,0
2019-03-12T02:00,6.1,13,81,1009.4,3.7,0,0,0
2019-03-12T03:00,5.6,8,82,1009.2,2.6,0,0,0
2019-03-12T04:00,5.3,10,83,1009,1.8,0,0,0
2019-03-12T05:00,5.4,13,82,1009.1,4.8,0,0,0
2019-03-12T06:00,5.1,20,81,1008.9,2.9,0,0,0
2019-03-12T07:00,5.2,8,87,1009.1,1.5,25,16,99.3
2019-03-12T08:00,8.9,3,87,1009.7,2.6,186,45,675.8
2019-03-12T09:00,12.5,7,71,1010,7.9,392,70,814.6
2019-03-12T10:00,14.7,24,62,1010,13.5,493,203,524.8
2019-03-12T11:00,15.2,32,67,1010,21.1,539,319,328.4
2019-03-12T12:00,15.5,17,69,1009.8,25.3,638,261,509.9
2019-03-12T13:00,15.9,8,58,1009.3,27.6,776,181,787
2019-03-12T14:00,15.4,8,54,1009,26.4,770,147,866.7
2019-03-12T15:00,14.6,6,54,1008.9,29.8,660,105,880.4
2019-03-12T16:00,14,0,56,1009.2,28.8,491,95,797.3
2019-03-12T17:00,12.8,0,58,1009.1,26.5,283,82,614.9
2019-03-12T18:00,11.3,3,60,1009.5,21.2,58,44,91.3
2019-03-12T19:00,10.6,5,62,1010.3,20.6,0,0,0
2019-03-12T20:00,10.2,4,66,1011.2,16,0,0,0
2019-03-12T21:00,9.5,3,67,1012.1,10.1,0,0,0
2019-03-12T22:00,9,2,65,1013,10.5,0,0,0
2019-03-12T23:00,8.4,1,66,1013.5,8.4,0,0,0
2019-03-13T00:00,7.5,2,68,1014,7.6,0,0,0
2019-03-13T01:00,7,0,68,1014.5,7.4,0,0,0
2019-03-13T02:00,6.5,4,69,1015.2,7.6,0,0,0
2019-03-13T03:00,5.8,1,71,1015.4,8.2,0,0,0
2019-03-13T04:00,5.5,9,70,1015.8,6.8,0,0,0
2019-03-13T05:00,5.5,7,69,1016.3,9,0,0,0
2019-03-13T06:00,5.4,3,67,1016.9,9.5,0,0,0
2019-03-13T07:00,5.8,2,68,1017.5,7.2,32,14,193.1
2019-03-13T08:00,8.9,0,61,1018.2,11.2,197,48,696.8
2019-03-13T09:00,11.1,0,48,1018.9,13.6,408,68,849.1
2019-03-13T10:00,12.4,0,41,1019.4,14.6,596,89,909.1
2019-03-13T11:00,13.3,0,37,1019.4,14.1,738,96,951.3
2019-03-13T12:00,14.7,0,33,1019.3,15.1,822,106,962.3
2019-03-13T13:00,15.7,0,29,1018.8,16.4,841,109,962.6
2019-03-13T14:00,16.6,0,27,1018.3,16.6,793,109,946
2019-03-13T15:00,16.7,0,30,1018.1,19.9,679,107,901.8
2019-03-13T16:00,16.1,0,37,1017.9,19.4,498,100,795.4
2019-03-13T17:00,14.9,0,41,1017.9,15.8,290,85,620.6
2019-03-13T18:00,13.3,0,47,1017.9,13.2,63,47,103.2
2019-03-13T19:00,11.4,1,58,1018.1,10.5,0,0,0
2019-03-13T20:00,10.4,0,60,1018.6,10.5,0,0,0
2019-03-13T21:00,9.4,1,64,1018.9,9.6,0,0,0
2019-03-13T22:00,8.6,2,66,1019,10.4,0,0,0
2019-03-13T23:00,7.6,3,71,1019.2,11.4,0,0,0
2019-03-14T00:00,6.8,2,75,1018.9,8.2,0,0,0
2019-03-14T01:00,5.8,13,75,1019.5,6.9,0,0,0
2019-03-14T02:00,4.9,5,72,1019.6,3.4,0,0,0
2019-03-14T03:00,4.2,5,80,1019.6,4,0,0,0
2019-03-14T04:00,3.9,4,80,1019.6,4,0,0,0
2019-03-14T05:00,3.6,8,81,1019.8,5.4,0,0,0
2019-03-14T06:00,3,1,78,1019.8,3.1,0,0,0
2019-03-14T07:00,3.3,0,78,1020,5.9,33,18,156.5
2019-03-14T08:00,7.9,0,67,1020.6,2.2,193,76,534.2
2019-03-14T09:00,12.1,0,46,1021.2,2.6,395,156,589.3
2019-03-14T10:00,13.4,0,32,1021.3,7.2,582,230,625.5
2019-03-14T11:00,15,0,27,1021.3,10.8,737,171,832.7
2019-03-14T12:00,16.6,0,24,1020.9,13.6,810,247,752
2019-03-14T13:00,17.1,0,22,1020.5,12.2,839,139,915.2
2019-03-14T14:00,17.8,0,24,1019.8,13.3,788,128,907.6
2019-03-14T15:00,18.8,0,23,1019.5,14.4,663,226,684.7
2019-03-14T16:00,18.4,0,25,1019.3,13.4,510,183,648.8
2019-03-14T17:00,17.3,0,34,1019.2,15.7,286,108,533.3
2019-03-14T18:00,14.8,0,43,1019.4,12.6,66,64,12.8
2019-03-14T19:00,12.8,1,53,1019.7,9.7,0,0,0
2019-03-14T20:00,11.2,1,61,1020,5.8,0,0,0
2019-03-14T21:00,9.9,0,66,1020.3,4.8,0,0,0
2019-03-14T22:00,9.3,0,64,1020.3,8.5,0,0,0
2019-03-14T23:00,7.7,0,73,1020.4,3.6,0,0,0
2019-03-15T00:00,6.8,1,76,1020.3,1.6,0,0,0
2019-03-15T01:00,6,0,76,1020.3,1.1,0,0,0
2019-03-15T02:00,5.3,15,70,1020,2.3,0,0,0
2019-03-15T03:00,4.6,17,70,1019.6,1.1,0,0,0
2019-03-15T04:00,4.3,12,78,1019.5,3.3,0,0,0
2019-03-15T05:00,4,10,84,1019.7,3.9,0,0,0
2019-03-15T06:00,3.4,6,88,1019.8,3.2,0,0,0
2019-03-15T07:00,4.1,9,89,1019.8,3.9,33,27,60.9
2019-03-15T08:00,7.3,19,83,1020.2,1,203,85,526.3
2019-03-15T09:00,12.3,0,67,1020.4,0.5,365,205,389.6
2019-03-15T10:00,12.8,0,52,1020.3,1.8,585,154,759.2
2019-03-15T11:00,14.9,0,46,1019.9,4.9,709,224,708.5
2019-03-15T12:00,16.2,0,40,1019.4,6.7,808,172,844.3
2019-03-15T13:00,17.5,0,37,1018.7,8,828,153,877.5
2019-03-15T14:00,18.9,0,36,1017.6,10.4,776,161,841
2019-03-15T15:00,20.3,0,32,1017.1,12.6,665,108,867.6
2019-03-15T16:00,20.5,0,33,1016.8,12.6,496,109,762.4
2019-03-15T17:00,19.2,0,37,1016.4,11,289,90,590.1
2019-03-15T18:00,17,0,45,1016.3,12.2,66,50,100.9
2019-03-15T19:00,14.1,0,58,1016.6,8.9,0,0,0
2019-03-15T20:00,12.5,0,61,1016.8,9.2,0,0,0
2019-03-15T21:00,11.3,0,64,1017,10.9,0,0,0
2019-03-15T22:00,10.6,0,64,1017.1,10.1,0,0,0
2019-03-15T23:00,9.7,1,64,1016.9,7.8,0,0,0
2019-03-16T00:00,8.6,0,62,1016.8,5.5,0,0,0
2019-03-16T01:00,7.3,14,67,1016.9,2.1,0,0,0
2019-03-16T02:00,6.5,9,73,1016.9,0.7,0,0,0
2019-03-16T03:00,5.9,13,75,1016.6,5.8,0,0,0
2019-03-16T04:00,5.2,11,77,1016.5,6.2,0,0,0
2019-03-16T05:00,4.9,23,79,1016.7,3.4,0,0,0
2019-03-16T06:00,4.4,18,83,1017.1,5.2,0,0,0
2019-03-16T07:00,5.1,4,88,1017.3,6,37,17,197.9
2019-03-16T08:00,8.7,1,85,1017.6,3.2,207,53,671.4
2019-03-16T09:00,12.1,0,70,1018,4,416,73,824.9
2019-03-16T10:00,14.1,0,59,1018,6.7,600,101,871.4
2019-03-16T11:00,15.4,0,54,1017.8,8,740,127,889.3
2019-03-16T12:00,17,0,45,1017.4,7,826,116,936.9
2019-03-16T13:00,18.7,0,38,1016.6,7.3,844,117,939.9
2019-03-16T14:00,20.6,0,34,1015.7,9,793,115,922.1
2019-03-16T15:00,21.9,0,31,1015.3,11.7,677,114,871.8
2019-03-16T16:00,22.1,0,29,1015.1,10.4,507,106,784.4
2019-03-16T17:00,21.7,0,28,1014.9,10,295,90,601.9
2019-03-16T18:00,18.9,0,40,1015,10.5,70,52,112.4
2019-03-16T19:00,15.7,0,54,1015,8.9,0,0,0
2019-03-16T20:00,13.8,0,60,1015.4,5.4,0,0,0
2019-03-16T21:00,12,0,67,1015.7,4.4,0,0,0
2019-03-16T22:00,10.9,1,69,1015.8,7.2,0,0,0
2019-03-16T23:00,9.9,0,70,1015.8,5.1,0,0,0
2019-03-17T00:00,8.7,4,72,1015.7,1.8,0,0,0
2019-03-17T01:00,7.8,5,74,1015.5,3.7,0,0,0
2019-03-17T02:00,7.1,15,72,1015.2,3.5,0,0,0
2019-03-17T03:00,6.3,10,75,1014.9,3.2,0,0,0
2019-03-17T04:00,5.6,11,79,1014.6,5.2,0,0,0
2019-03-17T05:00,4.8,15,81,1014.9,4,0,0,0
2019-03-17T06:00,4.5,15,84,1015.1,6.5,0,0,0
2019-03-17T07:00,5.3,3,83,1015.6,5.5,40,19,202.7
2019-03-17T08:00,9.4,20,82,1015.8,3.4,212,57,661
2019-03-17T09:00,12.8,16,72,1016,4.6,410,191,520.4
2019-03-17T10:00,15,0,60,1016,5.5,603,198,701.2
2019-03-17T11:00,17.3,0,52,1015.5,7.1,702,334,530.2
2019-03-17T12:00,19,0,48,1015.1,7.4,822,146,886.8
2019-03-17T13:00,21,0,43,1014.6,9.4,830,185,829.3
2019-03-17T14:00,21.6,0,43,1013.7,13.3,781,172,823.8
2019-03-17T15:00,21.7,0,42,1013.2,12.2,647,223,652.7
2019-03-17T16:00,22.2,0,42,1012.9,12.1,464,223,468.2
2019-03-17T17:00,22.2,5,40,1012.3,9.7,274,142,383.7
2019-03-17T18:00,20.5,2,45,1012.3,7.7,62,62,0
2019-03-17T19:00,17.8,4,54,1012.4,6.6,0,0,0
2019-03-17T20:00,15.9,12,59,1012.5,7.6,0,0,0
2019-03-17T21:00,14.4,9,66,1012.5,6.4,0,0,0
2019-03-17T22:00,13.3,5,71,1012.6,4.5,0,0,0
2019-03-17T23:00,12,15,76,1012.5,2,0,0,0
2019-03-18T00:00,10.8,15,79,1012.2,1.9,0,0,0
2019-03-18T01:00,10,18,80,1011.7,2.6,0,0,0
2019-03-18T02:00,9.2,14,82,1011.5,4.3,0,0,0
2019-03-18T03:00,8.5,10,84,1011,5.2,0,0,0
2019-03-18T04:00,7.9,12,84,1010.7,5.3,0,0,0
2019-03-18T05:00,7.5,22,85,1010.7,5.9,0,0,0
2019-03-18T06:00,7.1,25,83,1010.8,6.3,0,0,0
2019-03-18T07:00,7.9,16,82,1011.2,5.2,41,19,207.2
2019-03-18T08:00,11.9,1,78,1011.6,2.7,211,65,609.3
2019-03-18T09:00,14.9,4,72,1011.8,1.9,409,133,648.1
2019-03-18T10:00,16.9,8,58,1011.8,2.6,597,123,813.8
2019-03-18T11:00,19,8,54,1011.4,5.5,730,171,800
2019-03-18T12:00,19.9,17,53,1011.2,8.8,817,167,847.7
2019-03-18T13:00,23.2,10,46,1010.6,13.1,831,149,872.2
2019-03-18T14:00,23.7,14,39,1010,8.5,756,203,744
2019-03-18T15:00,22.6,10,38,1010,8.1,664,102,860.3
2019-03-18T16:00,22.1,6,39,1009.6,6.1,508,110,768
2019-03-18T17:00,21.8,8,46,1009.6,8.3,293,98,561.4
2019-03-18T18:00,19.8,17,52,1009.6,9.6,72,63,55
2019-03-18T19:00,16.5,15,64,1010.1,9.8,0,0,0
2019-03-18T20:00,14.7,16,68,1010.4,8.6,0,0,0
2019-03-18T21:00,12.8,15,84,1010.9,10,0,0,0
2019-03-18T22:00,11.7,16,88,1011.1,8.1,0,0,0
2019-03-18T23:00,10.8,16,88,1010.6,2.8,0,0,0
2019-03-19T00:00,10,61,87,1009.9,0.4,0,0,0
2019-03-19T01:00,9.2,76,86,1009.5,1.5,0,0,0
2019-03-19T02:00,8.6,0,88,1009.5,1.4,0,0,0
2019-03-19T03:00,8,16,89,1008.9,2,0,0,0
2019-03-19T04:00,7.6,0,90,1008.6,2.5,0,0,0
2019-03-19T05:00,7.5,25,88,1008.6,8.1,0,0,0
2019-03-19T06:00,7.1,57,86,1008.6,7.6,0,0,0
2019-03-19T07:00,7.7,6,87,1009,6,43,27,147.1
2019-03-19T08:00,11,24,84,1009,4.3,211,102,445.5
2019-03-19T09:00,14,67,68,1009,3.3,407,187,510.7
2019-03-19T10:00,15.7,96,58,1008.7,5.2,415,410,8.5
2019-03-19T11:00,18.9,100,40,1008.3,9.5,708,236,671.1
2019-03-19T12:00,19.7,81,32,1007.8,8.9,810,353,592.6
2019-03-19T13:00,21.9,100,26,1007,11.8,791,547,310.4
2019-03-19T14:00,20.8,100,33,1006.5,5.4,690,596,125.8
2019-03-19T15:00,20.9,97,31,1006.3,2.9,647,372,418.6
2019-03-19T16:00,20.3,98,31,1005.8,6.6,366,360,11.5
2019-03-19T17:00,18.8,92,35,1005.9,13.7,225,222,8.6
2019-03-19T18:00,15.9,81,37,1006.3,20.9,74,66,48.4
2019-03-19T19:00,14.2,42,44,1006.7,6.2,0,0,0
2019-03-19T20:00,13.5,52,57,1007.3,8.4,0,0,0
2019-03-19T21:00,12.9,100,67,1007.8,8.7,0,0,0
2019-03-19T22:00,13.1,100,64,1007.9,7.6,0,0,0
2019-03-19T23:00,12.8,100,70,1008.1,8.6,0,0,0
2019-03-20T00:00,12.3,100,75,1008.4,9.4,0,0,0
2019-03-20T01:00,12,69,80,1008.3,9.1,0,0,0
2019-03-20T02:00,11.3,22,87,1008.1,11.6,0,0,0
2019-03-20T03:00,11.1,58,84,1008.2,14.7,0,0,0
2019-03-20T04:00,10.8,68,84,1008.9,14.3,0,0,0
2019-03-20T05:00,11,52,84,1009.4,14.8,0,0,0
2019-03-20T06:00,10.4,56,91,1009.7,8.4,0,0,0
2019-03-20T07:00,10.6,69,90,1010.6,6.2,2,2,0
2019-03-20T08:00,11.8,94,88,1011.7,4.8,89,89,0
2019-03-20T09:00,12.3,90,89,1012.4,4.9,36,36,0
2019-03-20T10:00,13.2,64,83,1013,9.7,69,70,0
2019-03-20T11:00,13.9,53,74,1013.6,12.4,595,161,613.1
2019-03-20T12:00,15.6,49,60,1013.9,13.8,644,260,495.2
2019-03-20T13:00,16,16,55,1013.8,13.4,809,218,747.9
2019-03-20T14:00,16.9,8,47,1013.2,12.4,812,148,884.2
2019-03-20T15:00,16.9,4,46,1013.2,14.1,681,114,858.4
2019-03-20T16:00,16.3,1,49,1013.3,13,509,137,708.4
2019-03-20T17:00,15.2,5,49,1013.5,12.5,299,131,474.7
2019-03-20T18:00,13.5,15,56,1013.8,11.3,84,61,137.9
2019-03-20T19:00,12.2,16,61,1014,7.5,0,0,0
2019-03-20T20:00,10.7,9,68,1014.2,4,0,0,0
2019-03-20T21:00,9.8,5,79,1014.5,6.6,0,0,0
2019-03-20T22:00,9,3,82,1014.8,5.8,0,0,0
2019-03-20T23:00,8.3,12,83,1014.9,4,0,0,0
2019-03-21T00:00,7.7,2,83,1014.9,4.7,0,0,0
2019-03-21T01:00,7.2,3,83,1015,3.9,0,0,0
2019-03-21T02:00,6.7,1,83,1014.9,5.2,0,0,0
2019-03-21T03:00,6.5,12,80,1014.5,3.8,0,0,0
2019-03-21T04:00,5.8,8,84,1014.6,1.6,0,0,0
2019-03-21T05:00,5.3,8,87,1014.9,2.6,0,0,0
2019-03-21T06:00,5.3,6,86,1015,2.9,0,0,0
2019-03-21T07:00,6.2,0,85,1015.4,4.9,44,27,149.3
2019-03-21T08:00,9.3,1,83,1016.1,2.7,211,97,447.5
2019-03-21T09:00,11.3,0,76,1016.5,3.6,399,141,585.4
2019-03-21T10:00,12.8,0,69,1016.5,2.9,578,194,643.4
2019-03-21T11:00,13.9,2,62,1016.3,5.4,699,188,717.2
2019-03-21T12:00,15,0,52,1016.3,7.9,825,195,807.9
2019-03-21T13:00,16.1,6,48,1016.1,10.2,821,291,667.3
2019-03-21T14:00,16.8,7,49,1015.7,12.2,789,159,834.7
2019-03-21T15:00,16.9,1,50,1015.8,15.8,631,184,673
2019-03-21T16:00,16.5,4,52,1016.1,15.6,522,120,760.6
2019-03-21T17:00,15.3,1,55,1016.3,13.5,307,93,599.1
2019-03-21T18:00,14,0,59,1016.5,10.3,84,57,160.3
2019-03-21T19:00,12.5,7,66,1016.6,3.2,0,0,0
2019-03-21T20:00,11.3,7,70,1017.2,2.7,0,0,0
2019-03-21T21:00,10.5,12,76,1017.4,3.8,0,0,0
2019-03-21T22:00,10,8,78,1017.7,2.9,0,0,0
2019-03-21T23:00,9.1,11,80,1017.8,3.6,0,0,0
2019-03-22T00:00,8.2,0,83,1017.9,4.9,0,0,0
2019-03-22T01:00,7.4,16,85,1017.6,5.6,0,0,0
2019-03-22T02:00,6.8,5,86,1017.4,2.9,0,0,0
2019-03-22T03:00,6.8,0,80,1017,4,0,0,0
2019-03-22T04:00,7.2,100,86,1016.8,8.4,0,0,0
2019-03-22T05:00,7.7,91,92,1017.1,9,0,0,0
2019-03-22T06:00,7.7,43,90,1017.1,8.7,0,0,0
2019-03-22T07:00,8.7,64,92,1017.4,8,6,6,0
2019-03-22T08:00,10.2,53,88,1017.9,7.9,163,155,30.8
2019-03-22T09:00,11.8,100,85,1018.4,11.4,359,312,105.5
2019-03-22T10:00,12.9,100,82,1018.5,15.1,467,437,49.9
2019-03-22T11:00,14,100,76,1018.4,13.8,628,560,94.8
2019-03-22T12:00,15.3,100,69,1018.4,12.2,644,605,49.7
2019-03-22T13:00,15.4,77,68,1018.1,11,615,539,95.2
2019-03-22T14:00,14.8,64,71,1017.9,11.9,360,360,0
2019-03-22T15:00,14.1,63,72,1017.6,10.4,90,90,0
2019-03-22T16:00,14.3,69,74,1017.3,8.9,331,279,97.8
2019-03-22T17:00,14,73,76,1017,8.9,22,22,0
2019-03-22T18:00,13.6,91,80,1016.9,9.7,12,12,0
2019-03-22T19:00,13,67,86,1016.8,9.9,0,0,0
2019-03-22T20:00,12.9,37,85,1016.9,9.1,0,0,0
2019-03-22T21:00,12.6,67,86,1016.9,8.4,0,0,0
2019-03-22T22:00,12.2,47,86,1016.9,9.1,0,0,0
2019-03-22T23:00,12.1,49,90,1017.2,6.2,0,0,0
2019-03-23T00:00,11.9,97,93,1017,3,0,0,0
2019-03-23T01:00,11.8,99,94,1016.7,6.5,0,0,0
2019-03-23T02:00,11.7,71,95,1017,8.1,0,0,0
2019-03-23T03:00,11.6,56,94,1016.7,3.5,0,0,0
2019-03-23T04:00,11.5,67,91,1016.6,6,0,0,0
2019-03-23T05:00,11.3,54,95,1016.7,3.3,0,0,0
2019-03-23T06:00,11.3,39,95,1017.1,5.2,0,0,0
2019-03-23T07:00,11.4,40,93,1017.7,4.4,13,13,0
2019-03-23T08:00,12,20,88,1018.4,7,212,189,86.8
2019-03-23T09:00,12.9,6,77,1018.7,9.3,431,235,434.9
2019-03-23T10:00,13.8,8,68,1019.1,9.4,630,88,893.8
2019-03-23T11:00,14.6,3,62,1019.3,10.5,762,136,867.5
2019-03-23T12:00,15.2,5,55,1019.3,8.9,852,138,905.6
2019-03-23T13:00,16.1,2,55,1019.2,12.4,862,141,898.7
2019-03-23T14:00,16.4,0,55,1019.3,16.3,810,151,864.5
2019-03-23T15:00,16.4,0,50,1019.2,16.8,674,179,737.4
2019-03-23T16:00,15.9,0,50,1019.1,15.7,532,87,831.4
2019-03-23T17:00,14.9,0,51,1018.9,14.8,318,90,627
2019-03-23T18:00,13.3,1,58,1019,9.2,93,58,204
2019-03-23T19:00,11.7,11,66,1019.4,5.7,0,0,0
2019-03-23T20:00,10.4,10,74,1019.6,6.2,0,0,0
2019-03-23T21:00,9.4,8,77,1019.7,3.3,0,0,0
2019-03-23T22:00,8.5,4,83,1019.9,4.6,0,0,0
2019-03-23T23:00,8.3,3,84,1020.1,5.6,0,0,0
2019-03-24T00:00,7.2,1,85,1019.7,6.9,0,0,0
2019-03-24T01:00,6.2,0,89,1019.3,4.3,0,0,0
2019-03-24T02:00,5.5,3,87,1018.9,3.8,0,0,0
