time,temperature_2m (°C),cloud_cover (%),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2019-02-18T04:00,2.1,13,85,1017.1,7.1,0,0,0
2019-02-18T05:00,1.4,7,83,1017.4,6.8,0,0,0
2019-02-18T06:00,1.1,5,81,1017.9,6.5,0,0,0
2019-02-18T07:00,0.7,6,81,1018.2,6.2,0,0,0
2019-02-18T08:00,2.5,6,87,1019.1,3.3,87,26,446.7
2019-02-18T09:00,5.7,6,76,1019.9,6.4,286,55,802.3
2019-02-18T10:00,8.6,0,54,1020.3,9,469,71,895
2019-02-18T11:00,9.7,0,42,1020.5,10.5,612,81,943.4
2019-02-18T12:00,10.5,0,41,1020.5,12.4,696,96,945.8
2019-02-18T13:00,11.3,0,38,1020,13.6,718,90,959.7
2019-02-18T14:00,12.2,0,37,1019.2,14,671,90,934.7
2019-02-18T15:00,12.9,0,32,1018.7,14.1,563,88,882.7
2019-02-18T16:00,13.1,0,29,1018.4,14.4,404,82,785.9
2019-02-18T17:00,12.2,0,27,1018.3,12,201,68,542.4
2019-02-18T18:00,9.5,0,42,1018.7,6.6,0,0,0
2019-02-18T19:00,7.6,1,49,1019.1,5.8,0,0,0
2019-02-18T20:00,6.4,1,55,1019.4,10.1,0,0,0
2019-02-18T21:00,5.5,2,57,1019.6,9.2,0,0,0
2019-02-18T22:00,4.9,4,58,1019.6,9.2,0,0,0
2019-02-18T23:00,3.9,2,61,1019.5,8.1,0,0,0
2019-02-19T00:00,3,3,65,1019.2,6.4,0,0,0
2019-02-19T01:00,2.2,5,67,1019.1,5.3,0,0,0
2019-02-19T02:00,1.6,11,70,1018.9,5.4,0,0,0
2019-02-19T03:00,1.1,7,69,1018.7,6.6,0,0,0
2019-02-19T04:00,0.7,7,71,1018.3,6.6,0,0,0
2019-02-19T05:00,0.3,13,72,1018.1,7.1,0,0,0
2019-02-19T06:00,0,10,74,1018.4,5.3,0,0,0
2019-02-19T07:00,0,6,77,1018.6,7.2,0,0,0
2019-02-19T08:00,1.9,0,82,1019,3.4,92,34,417.8
2019-02-19T09:00,5.8,0,75,1019.6,5,288,57,789.9
2019-02-19T10:00,8.1,0,53,1020,3.8,471,74,883.5
2019-02-19T11:00,8.9,0,46,1019.8,3.9,615,84,935.6
2019-02-19T12:00,10,0,41,1019.7,5,701,90,956
2019-02-19T13:00,11,0,39,1018.9,5.1,724,92,958.9
2019-02-19T14:00,12.2,0,35,1018.1,7.6,678,93,934.3
2019-02-19T15:00,13.1,0,31,1017.5,9.3,567,93,873.7
2019-02-19T16:00,13.2,0,33,1017.5,11.3,402,87,761.1
2019-02-19T17:00,11.8,0,46,1017.3,12.5,197,72,501.8
2019-02-19T18:00,9.6,1,58,1016.9,9.5,0,0,0
2019-02-19T19:00,7.8,6,66,1017.1,9.4,0,0,0
2019-02-19T20:00,7.2,0,68,1016.9,10.6,0,0,0
2019-02-19T21:00,6.9,11,71,1016.3,11.2,0,0,0
2019-02-19T22:00,6.9,34,75,1016.3,13,0,0,0
2019-02-19T23:00,7.8,68,75,1016.1,11.2,0,0,0
2019-02-20T00:00,8.5,56,78,1015.4,10.1,0,0,0
2019-02-20T01:00,8.7,64,77,1014.9,10.5,0,0,0
2019-02-20T02:00,8.8,61,73,1014.7,12.1,0,0,0
2019-02-20T03:00,8.4,37,73,1014.2,13.2,0,0,0
2019-02-20T04:00,7.7,2,72,1013.4,17.4,0,0,0
2019-02-20T05:00,7.5,100,72,1012.8,14.1,0,0,0
2019-02-20T06:00,6.9,3,74,1012.2,10.8,0,0,0
2019-02-20T07:00,7.1,76,77,1011.8,13.9,0,0,0
2019-02-20T08:00,7.9,32,81,1011.8,9.7,91,29,439.4
2019-02-20T09:00,9.8,48,76,1011.8,6.5,284,80,686.8
2019-02-20T10:00,10.6,15,73,1011.5,17.9,148,148,0
2019-02-20T11:00,11.5,6,65,1011.3,15.3,527,199,573.1
2019-02-20T12:00,12,4,64,1010.5,17.8,514,228,444.2
2019-02-20T13:00,12.6,1,59,1009.2,18.6,685,248,658.3
2019-02-20T14:00,12.9,3,57,1008,19.4,622,98,830.8
2019-02-20T15:00,12.8,2,55,1006.8,20.8,536,126,749.7
2019-02-20T16:00,12.1,2,56,1006.3,21.7,402,81,767.9
2019-02-20T17:00,11.1,3,60,1005.8,18.5,199,73,498
2019-02-20T18:00,9.4,1,65,1005.3,15.6,0,0,0
2019-02-20T19:00,8.2,1,69,1005.1,14.1,0,0,0
2019-02-20T20:00,7.8,1,70,1004.9,12.6,0,0,0
2019-02-20T21:00,7.3,1,70,1004.7,11,0,0,0
2019-02-20T22:00,6.5,2,73,1004.5,11.8,0,0,0
2019-02-20T23:00,6.1,1,75,1004.2,14.2,0,0,0
2019-02-21T00:00,5.7,1,78,1003.6,12.6,0,0,0
2019-02-21T01:00,5.4,8,77,1003.2,10.8,0,0,0
2019-02-21T02:00,4.8,2,78,1003,8.4,0,0,0
2019-02-21T03:00,4.7,0,77,1002.5,9.4,0,0,0
2019-02-21T04:00,4.3,1,79,1002.2,8,0,0,0
2019-02-21T05:00,4.1,1,80,1002.2,8.9,0,0,0
2019-02-21T06:00,3.5,2,83,1002.7,8.6,0,0,0
2019-02-21T07:00,3.1,4,85,1002.9,8,0,0,0
2019-02-21T08:00,4.6,0,84,1003.6,8.2,97,29,474.2
2019-02-21T09:00,7,0,76,1004.1,8.9,294,58,782.4
2019-02-21T10:00,8.8,0,57,1004.2,11.6,478,73,882.8
2019-02-21T11:00,9.9,0,50,1004.2,14.2,611,143,810.9
2019-02-21T12:00,10.7,0,45,1004,17.2,709,88,957.3
2019-02-21T13:00,12.1,0,39,1003.8,17.2,729,92,952.9
2019-02-21T14:00,13,0,34,1003.7,18.8,686,88,941.3
2019-02-21T15:00,13.5,0,29,1003.8,20.1,579,89,888.9
2019-02-21T16:00,13.4,0,28,1004.1,20.2,416,82,791.1
2019-02-21T17:00,12.6,0,27,1004.6,18.9,212,68,560.6
2019-02-21T18:00,10.9,0,31,1005.3,12.2,0,0,0
2019-02-21T19:00,9.5,0,36,1006.3,11.6,0,0,0
2019-02-21T20:00,8.4,0,39,1007,11.7,0,0,0
2019-02-21T21:00,8,0,42,1007.9,13.5,0,0,0
2019-02-21T22:00,7.4,0,45,1008.5,15.4,0,0,0
2019-02-21T23:00,6.6,0,47,1009.2,11.7,0,0,0
2019-02-22T00:00,5.5,0,47,1009.7,9.6,0,0,0
2019-02-22T01:00,4.3,1,52,1010.5,7.9,0,0,0
2019-02-22T02:00,3.6,1,56,1011,8.4,0,0,0
2019-02-22T03:00,3.2,3,57,1011.6,10,0,0,0
2019-02-22T04:00,2.6,1,52,1011.8,6.9,0,0,0
2019-02-22T05:00,2,2,51,1012.5,7.9,0,0,0
2019-02-22T06:00,1,8,60,1013.2,7.1,0,0,0
2019-02-22T07:00,1.1,4,54,1013.6,4.1,0,0,0
2019-02-22T08:00,3,0,59,1014.6,2.6,104,31,500.9
2019-02-22T09:00,7.2,0,43,1015.4,6.2,305,60,799.9
2019-02-22T10:00,8.4,0,33,1015.6,2.8,492,75,899.6
2019-02-22T11:00,12.6,0,32,1015.8,1.5,636,85,946.8
2019-02-22T12:00,10.4,0,30,1016,3.1,720,92,961
2019-02-22T13:00,11.5,0,29,1015.9,4.7,742,95,961.1
2019-02-22T14:00,12.3,0,26,1015.6,8.8,698,95,942.5
2019-02-22T15:00,13.2,0,24,1015.7,9.9,589,94,890.9
2019-02-22T16:00,13,0,25,1015.9,10.8,417,105,731.9
2019-02-22T17:00,12.2,0,28,1016.4,11.5,215,72,548.5
2019-02-22T18:00,9.8,2,42,1016.8,7.4,0,0,0
2019-02-22T19:00,7.7,1,54,1017.3,6.5,0,0,0
2019-02-22T20:00,6.4,3,62,1018.1,5.4,0,0,0
2019-02-22T21:00,5.8,4,66,1018.6,7.4,0,0,0
2019-02-22T22:00,4.9,4,67,1019.1,6,0,0,0
2019-02-22T23:00,4.3,8,70,1019.7,6.5,0,0,0
2019-02-23T00:00,3.6,3,72,1019.9,5.2,0,0,0
2019-02-23T01:00,3,13,72,1020.2,3.1,0,0,0
2019-02-23T02:00,2.4,12,76,1020.7,4.7,0,0,0
2019-02-23T03:00,1.7,9,78,1020.5,6.2,0,0,0
2019-02-23T04:00,1.1,7,84,1020.3,5.5,0,0,0
2019-02-23T05:00,0.8,16,81,1020.8,5.5,0,0,0
2019-02-23T06:00,0.6,11,86,1021.2,7,0,0,0
2019-02-23T07:00,0.8,0,88,1021.8,9.2,0,0,0
2019-02-23T08:00,3,0,84,1022.4,6,101,36,439
2019-02-23T09:00,6.1,1,76,1023.4,5.1,283,133,482.4
2019-02-23T10:00,8.9,0,62,1023.4,5.2,423,283,298.9
2019-02-23T11:00,10.9,0,58,1023.4,3.4,565,243,548.8
2019-02-23T12:00,12.3,1,52,1023.2,1.5,681,187,750.5
2019-02-23T13:00,13.2,0,48,1022.7,3.9,677,331,510.4
2019-02-23T14:00,13.3,1,54,1022.2,9.7,609,317,453.2
2019-02-23T15:00,13.7,0,59,1022.1,12.2,450,310,250
2019-02-23T16:00,13,0,61,1021.9,11.5,353,189,381
2019-02-23T17:00,12.1,0,61,1021.9,11.6,173,158,56.7
2019-02-23T18:00,10.7,0,64,1022,8.4,0,0,0
2019-02-23T19:00,9.6,0,71,1022,5,0,0,0
2019-02-23T20:00,8.7,0,75,1022,6.1,0,0,0
2019-02-23T21:00,7.5,1,79,1022.1,5.4,0,0,0
2019-02-23T22:00,6.9,5,81,1022.4,5.4,0,0,0
2019-02-23T23:00,6,0,85,1022.1,5.7,0,0,0
2019-02-24T00:00,5.4,20,86,1021.9,4,0,0,0
2019-02-24T01:00,5.8,20,84,1021.8,4.3,0,0,0
2019-02-24T02:00,6.1,0,84,1021.6,4.1,0,0,0
2019-02-24T03:00,5.6,14,85,1021.1,3.9,0,0,0
2019-02-24T04:00,5.3,19,85,1020.6,4.7,0,0,0
2019-02-24T05:00,4.9,20,86,1020.3,4.5,0,0,0
2019-02-24T06:00,4.8,0,89,1020.3,4,0,0,0
2019-02-24T07:00,5.1,2,89,1020,3.7,0,0,0
2019-02-24T08:00,6.3,2,91,1020.2,2.2,87,61,172.8
2019-02-24T09:00,9,6,84,1020.6,5.2,296,115,573.4
2019-02-24T10:00,10.6,24,73,1020.4,6.7,405,260,306.5
2019-02-24T11:00,12.1,33,66,1020.1,5.6,513,357,263.7
2019-02-24T12:00,13.1,34,62,1019.5,3.9,408,407,1.5
2019-02-24T13:00,13.7,39,61,1018.6,6,291,291,0
2019-02-24T14:00,13.9,44,62,1017.5,6.4,203,203,0
2019-02-24T15:00,14.2,8,60,1016.7,8.2,201,201,0
2019-02-24T16:00,13.4,0,65,1016.3,9.7,297,286,25.3
2019-02-24T17:00,12.7,16,66,1016.1,10.8,148,144,14.9
2019-02-24T18:00,11.4,18,66,1015.8,7.7,0,0,0
2019-02-24T19:00,10.2,21,72,1015.6,4.5,0,0,0
2019-02-24T20:00,9.4,17,74,1015.4,3.6,0,0,0
2019-02-24T21:00,8.8,17,73,1015.2,3.8,0,0,0
2019-02-24T22:00,8.3,0,74,1014.9,5.4,0,0,0
2019-02-24T23:00,7.7,18,78,1014.6,4.3,0,0,0
2019-02-25T00:00,7.2,1,77,1014.5,5.9,0,0,0
2019-02-25T01:00,6.9,1,80,1014.3,2.9,0,0,0
2019-02-25T02:00,6.4,0,85,1014,6.6,0,0,0
2019-02-25T03:00,6.1,0,86,1013.6,5.3,0,0,0
2019-02-25T04:00,5.9,0,87,1013.3,6.4,0,0,0
2019-02-25T05:00,6,28,86,1013,8.8,0,0,0
2019-02-25T06:00,6.4,41,85,1012.8,12.9,0,0,0
2019-02-25T07:00,6.1,33,86,1012.7,11.9,0,0,0
2019-02-25T08:00,8,68,86,1012.8,7.4,105,50,359.9
2019-02-25T09:00,10.9,78,78,1012.8,10.3,209,176,103
2019-02-25T10:00,12.6,59,72,1012.5,10.8,394,301,194.6
2019-02-25T11:00,12.8,74,68,1012.4,12.7,104,104,0
2019-02-25T12:00,13.6,80,68,1012.4,15.6,410,410,0
2019-02-25T13:00,12.9,84,70,1011.9,17.2,52,52,0
2019-02-25T14:00,13.6,65,67,1011.2,16.3,180,180,0
2019-02-25T15:00,13.3,84,68,1010.8,19.8,78,78,0
2019-02-25T16:00,12.9,57,71,1010.7,16,43,43,0
2019-02-25T17:00,12.5,63,70,1010.2,14.8,34,34,0
2019-02-25T18:00,12.4,67,70,1010,16.3,0,0,0
2019-02-25T19:00,12.3,84,70,1010.2,18.4,0,0,0
2019-02-25T20:00,12.1,60,71,1010.2,17.7,0,0,0
2019-02-25T21:00,12.1,54,71,1010.3,16.2,0,0,0
2019-02-25T22:00,12,57,71,1010.4,18.5,0,0,0
2019-02-25T23:00,12.2,65,70,1010.4,24.6,0,0,0
2019-02-26T00:00,12.2,81,70,1010.5,20.6,0,0,0
2019-02-26T01:00,12.3,93,70,1010.7,19.1,0,0,0
2019-02-26T02:00,12,73,73,1010.7,18.1,0,0,0
2019-02-26T03:00,11.7,84,76,1010.3,16.2,0,0,0
2019-02-26T04:00,11.2,62,77,1010.1,13.8,0,0,0
2019-02-26T05:00,10.6,56,80,1010.3,13.3,0,0,0
2019-02-26T06:00,9.9,80,84,1009.9,10.3,0,0,0
2019-02-26T07:00,9.7,84,87,1010,12.9,0,0,0
2019-02-26T08:00,10.7,55,81,1010.4,16,5,5,0
2019-02-26T09:00,11.6,56,75,1010.4,20.3,11,11,0
2019-02-26T10:00,11.6,65,75,1010.4,17.1,14,14,0
2019-02-26T11:00,12.4,71,72,1010.5,18.2,23,23,0
2019-02-26T12:00,12.6,77,71,1010.2,18.1,53,53,0
2019-02-26T13:00,12.8,65,73,1009.6,15.6,76,76,0
2019-02-26T14:00,13.6,74,69,1008.7,21.7,118,118,0
2019-02-26T15:00,13.4,85,70,1008.6,19.1,62,62,0
2019-02-26T16:00,12.8,75,71,1008.3,18.7,48,48,0
2019-02-26T17:00,12.3,51,72,1007.8,20.1,21,21,0
2019-02-26T18:00,12.4,88,72,1007.5,22.1,0,0,0
2019-02-26T19:00,12.7,81,71,1007,26.4,0,0,0
2019-02-26T20:00,12.4,42,72,1006.8,23.8,0,0,0
2019-02-26T21:00,12,55,74,1006.4,25.8,0,0,0
2019-02-26T22:00,11.7,100,76,1006.6,25.2,0,0,0
2019-02-26T23:00,11.6,51,81,1006.9,19.5,0,0,0
2019-02-27T00:00,11.2,40,85,1006.4,22.2,0,0,0
2019-02-27T01:00,11.6,53,86,1006.1,20.5,0,0,0
2019-02-27T02:00,11.1,74,90,1006.4,6.3,0,0,0
2019-02-27T03:00,11.7,75,87,1006.8,9.4,0,0,0
2019-02-27T04:00,11.5,94,90,1007.4,17.6,0,0,0
2019-02-27T05:00,12,87,87,1007.9,14.5,0,0,0
2019-02-27T06:00,11.9,80,88,1008.6,11.2,0,0,0
2019-02-27T07:00,11.6,93,89,1009.1,13.7,0,0,0
2019-02-27T08:00,12.5,75,89,1010.2,14.5,89,64,158.6
2019-02-27T09:00,13.3,63,89,1011,13.1,292,117,530.5
2019-02-27T10:00,14.7,63,82,1011.5,13.3,372,344,57.4
2019-02-27T11:00,15.7,61,76,1012.1,13,619,144,783.8
2019-02-27T12:00,16.4,66,71,1012.7,17.7,592,259,491.7
2019-02-27T13:00,16.5,54,71,1012.7,19.2,672,248,608.8
2019-02-27T14:00,16.4,66,71,1012.7,16.1,539,197,516.4
2019-02-27T15:00,15.4,61,76,1012.7,19.4,533,208,563.3
2019-02-27T16:00,14,53,82,1012.9,22.4,391,251,313.5
2019-02-27T17:00,13.4,57,83,1013.2,14.5,196,136,214.5
2019-02-27T18:00,12.3,59,87,1013.3,4.9,0,0,0
2019-02-27T19:00,11.5,44,91,1013.7,6.5,0,0,0
2019-02-27T20:00,10.4,42,95,1014.2,7.2,0,0,0
2019-02-27T21:00,10.4,73,92,1014.5,6,0,0,0
2019-02-27T22:00,10.6,71,91,1014.8,3.6,0,0,0
2019-02-27T23:00,10.2,87,93,1015,2.6,0,0,0
2019-02-28T00:00,9.9,87,93,1015,3.9,0,0,0
2019-02-28T01:00,9.7,74,93,1015.4,3.8,0,0,0
2019-02-28T02:00,9.3,72,92,1015.5,2.3,0,0,0
2019-02-28T03:00,9.3,66,91,1015.1,3.7,0,0,0
2019-02-28T04:00,9.3,69,92,1014.9,1.3,0,0,0
2019-02-28T05:00,9.3,67,91,1015.2,3.9,0,0,0
2019-02-28T06:00,8.9,64,93,1015.6,4.3,0,0,0
2019-02-28T07:00,9,60,92,1016.5,6.4,0,0,0
2019-02-28T08:00,9.5,48,91,1016.9,5.7,50,50,0
2019-02-28T09:00,10.1,53,88,1016.7,0.8,40,40,0
2019-02-28T10:00,10.4,57,81,1017.8,4.1,191,191,0
2019-02-28T11:00,10.8,38,73,1017.9,2.6,403,403,0
2019-02-28T12:00,12.9,36,70,1017.9,0.7,507,495,17.6
2019-02-28T13:00,12.1,20,64,1017.1,1.3,501,497,5.7
2019-02-28T14:00,13,18,59,1016.1,4.8,549,264,427.5
2019-02-28T15:00,13.3,34,58,1016,5.2,541,222,548.9
2019-02-28T16:00,13.5,41,58,1016,8.1,191,191,0
2019-02-28T17:00,12.7,13,57,1016.1,11.7,108,108,0
2019-02-28T18:00,11.3,100,62,1016.2,8.7,0,0,0
2019-02-28T19:00,10.7,100,66,1016.3,4.6,0,0,0
2019-02-28T20:00,10.3,100,70,1016.5,2.8,0,0,0
2019-02-28T21:00,9.9,48,72,1016.6,3.4,0,0,0
2019-02-28T22:00,8.9,6,75,1016.6,2.4,0,0,0
2019-02-28T23:00,7.6,9,80,1016.4,3.8,0,0,0
2019-03-01T00:00,6.9,23,82,1016.1,5.5,0,0,0
2019-03-01T01:00,6.3,6,83,1016.3,4.6,0,0,0
2019-03-01T02:00,5.7,0,85,1016.1,4.2,0,0,0
2019-03-01T03:00,5.5,6,85,1015.6,4.3,0,0,0
2019-03-01T04:00,5.2,67,86,1015.2,5,0,0,0
2019-03-01T05:00,5,46,86,1015.2,4.5,0,0,0
2019-03-01T06:00,4.7,0,85,1015.2,5.9,0,0,0
2019-03-01T07:00,4.5,0,85,1015.1,3.5,0,0,0
2019-03-01T08:00,6.5,14,92,1014.8,1.5,115,86,178.5
2019-03-01T09:00,9.1,80,78,1014.3,2.3,326,78,730.6
2019-03-01T10:00,10,60,71,1015.1,1.9,498,143,714
2019-03-01T11:00,10.8,14,69,1015,3.9,609,277,539.3
2019-03-01T12:00,11,68,71,1015.2,4.3,657,467,276.7
2019-03-01T13:00,11.5,0,72,1014.4,6.4,672,416,362.8
2019-03-01T14:00,12.4,30,71,1013.4,6.8,649,326,481.3
2019-03-01T15:00,13.5,41,65,1012.9,6.4,244,244,0
2019-03-01T16:00,14.1,44,59,1012.7,4.7,155,155,0
2019-03-01T17:00,13.8,23,59,1012,6.6,241,130,386.5
2019-03-01T18:00,12.9,64,69,1011.3,5.2,0,0,0
2019-03-01T19:00,12.3,28,72,1010.9,4.9,0,0,0
2019-03-01T20:00,11.1,2,72,1010.2,5.6,0,0,0
2019-03-01T21:00,10.1,1,71,1009.4,2.3,0,0,0
2019-03-01T22:00,10.2,70,74,1009.4,1.5,0,0,0
2019-03-01T23:00,9.6,11,83,1008.7,2.8,0,0,0
2019-03-02T00:00,9.6,29,90,1008.9,2,0,0,0
2019-03-02T01:00,9.9,28,94,1006.8,6.6,0,0,0
2019-03-02T02:00,10.1,33,96,1005.8,2.6,0,0,0
2019-03-02T03:00,9.8,64,96,1004.4,0.4,0,0,0
2019-03-02T04:00,10.5,76,91,1003.3,11,0,0,0
2019-03-02T05:00,10.4,73,95,1003.1,4,0,0,0
2019-03-02T06:00,10.4,82,95,1003.4,9.2,0,0,0
2019-03-02T07:00,10.4,94,97,1003.6,5.4,1,1,0
2019-03-02T08:00,10.8,89,97,1003.8,6.8,37,37,0
2019-03-02T09:00,11.3,91,97,1004.5,3.6,12,12,0
2019-03-02T10:00,12.1,96,96,1005,7.1,34,34,0
2019-03-02T11:00,13.8,73,93,1005.5,2.9,343,341,3.2
2019-03-02T12:00,15.7,81,88,1006.4,8.1,296,296,0
2019-03-02T13:00,16,67,83,1006.4,10.2,639,370,378.7
2019-03-02T14:00,16.9,61,77,1006.3,9.9,542,315,336
2019-03-02T15:00,16.8,33,75,1006.7,10,467,412,93.3
2019-03-02T16:00,16.4,66,73,1007.1,7.6,117,117,0
2019-03-02T17:00,15.6,56,82,1007.4,4.6,92,92,0
2019-03-02T18:00,14.4,68,90,1008.2,5.4,0,0,0
2019-03-02T19:00,13.7,68,91,1009.2,5.9,0,0,0
2019-03-02T20:00,13.4,62,92,1009.9,6.6,0,0,0
2019-03-02T21:00,13,53,94,1010.5,3.3,0,0,0
2019-03-02T22:00,12.8,59,96,1011,2.3,0,0,0
2019-03-02T23:00,12.7,48,96,1010.9,0.8,0,0,0
2019-03-03T00:00,12.5,47,95,1011.4,3.1,0,0,0
2019-03-03T01:00,12,46,94,1011.7,2.1,0,0,0
2019-03-03T02:00,12.1,52,95,1012.1,2.1,0,0,0
2019-03-03T03:00,11.9,47,94,1011.9,2.4,0,0,0
2019-03-03T04:00,11.8,50,94,1011.6,1.6,0,0,0
2019-03-03T05:00,11.5,68,92,1011.5,1.8,0,0,0
2019-03-03T06:00,10.6,65,95,1012,1.6,0,0,0
2019-03-03T07:00,10.9,87,96,1012.4,1.6,5,5,0
2019-03-03T08:00,11.5,93,96,1012.9,1,28,28,0
2019-03-03T09:00,12.8,79,92,1013.3,2.5,45,45,0
2019-03-03T10:00,13.6,65,86,1013.5,2.5,229,229,0
2019-03-03T11:00,14.9,93,78,1013.6,7.1,399,366,52.8
2019-03-03T12:00,14.8,88,79,1013.6,10.5,148,148,0
2019-03-03T13:00,14.1,88,82,1013.3,7.6,136,136,0
2019-03-03T14:00,14.2,80,81,1013.3,12.8,414,374,58.8
2019-03-03T15:00,13.9,73,78,1013.4,11.7,371,334,62.3
2019-03-03T16:00,13.3,86,77,1013.7,11.8,238,238,0
2019-03-03T17:00,12.7,90,75,1013.8,12.9,121,121,0
2019-03-03T18:00,11.6,73,79,1013.7,9.4,0,0,0
2019-03-03T19:00,11.3,72,83,1014,7.8,0,0,0
2019-03-03T20:00,10.6,51,84,1014.6,8.4,0,0,0
2019-03-03T21:00,10,33,83,1015,8.7,0,0,0
2019-03-03T22:00,9.3,47,81,1015.4,6.8,0,0,0
2019-03-03T23:00,9.1,27,80,1015.7,3.9,0,0,0
2019-03-04T00:00,8.7,19,82,1015.7,4.4,0,0,0
2019-03-04T01:00,8.5,28,85,1015.4,7.2,0,0,0
2019-03-04T02:00,7.8,23,86,1015.3,5,0,0,0
2019-03-04T03:00,7.4,24,85,1015.1,5.7,0,0,0
2019-03-04T04:00,7.2,26,85,1015.1,5.2,0,0,0
2019-03-04T05:00,7.1,20,82,1015.1,5.1,0,0,0
2019-03-04T06:00,6.8,35,85,1015.8,5.4,0,0,0
2019-03-04T07:00,7,35,85,1015.9,2.6,11,9,28.5
2019-03-04T08:00,8.5,44,92,1016,3,131,58,429.5
2019-03-04T09:00,10.8,52,83,1016.4,7,308,131,499.6
2019-03-04T10:00,11.6,68,76,1016.5,2.9,372,346,50.8
2019-03-04T11:00,11.8,80,77,1016.5,4.8,196,196,0
2019-03-04T12:00,12.2,94,76,1016.4,4.4,422,422,0
2019-03-04T13:00,12.6,74,75,1015.8,3.6,498,468,41.7
2019-03-04T14:00,12.8,100,74,1014.8,5.5,408,387,30.7
2019-03-04T15:00,13,100,76,1014.8,8.4,418,415,5
2019-03-04T16:00,12.9,100,75,1014.1,7.3,367,308,126.5
2019-03-04T17:00,12.5,95,75,1013.5,6.9,151,151,0
2019-03-04T18:00,11.4,90,79,1013.1,6,1,1,0
2019-03-04T19:00,10.5,100,86,1013.6,4.4,0,0,0
2019-03-04T20:00,10.3,100,86,1013.5,3.7,0,0,0
2019-03-04T21:00,9.8,100,87,1013.2,0.8,0,0,0
2019-03-04T22:00,9.6,100,87,1013.2,1.8,0,0,0
2019-03-04T23:00,9.3,100,89,1013.6,5.4,0,0,0
2019-03-05T00:00,9,100,89,1012.8,3.7,0,0,0
2019-03-05T01:00,8.9,100,90,1012.3,3.3,0,0,0
2019-03-05T02:00,8.9,100,91,1011.8,3.5,0,0,0
2019-03-05T03:00,8.8,100,92,1011.1,6.5,0,0,0
2019-03-05T04:00,8.6,100,92,1010,1.8,0,0,0
2019-03-05T05:00,8.7,96,91,1009.8,1.6,0,0,0
2019-03-05T06:00,8,64,93,1009.5,3.8,0,0,0
2019-03-05T07:00,8.4,100,92,1009.4,4.9,7,7,0
2019-03-05T08:00,9.4,98,94,1009.3,3.3,95,95,0
2019-03-05T09:00,10.8,95,91,1009.1,4.1,196,196,0
2019-03-05T10:00,11.7,100,86,1009.4,2.9,97,97,0
2019-03-05T11:00,12.3,100,79,1009.4,4.5,534,488,72.4
2019-03-05T12:00,11.9,99,87,1008.5,7.4,505,499,8.5
2019-03-05T13:00,13.1,74,84,1004.9,17.8,449,449,0
2019-03-05T14:00,14,92,75,1005.2,22.9,660,280,551.7
2019-03-05T15:00,14.2,93,67,1004.6,23.4,442,411,51.5
2019-03-05T16:00,14.4,60,69,1004.3,16.8,383,202,385
2019-03-05T17:00,14.3,52,68,1003.8,17.6,92,92,0
2019-03-05T18:00,13.5,98,74,1003.5,11.3,15,15,0
2019-03-05T19:00,12.8,84,83,1003.1,11.5,0,0,0
2019-03-05T20:00,13.2,69,83,1002.4,13.5,0,0,0
2019-03-05T21:00,12.8,52,82,1002.1,12.7,0,0,0
2019-03-05T22:00,13.5,64,80,1001.8,16.3,0,0,0
2019-03-05T23:00,13.3,70,79,1001.5,14.1,0,0,0
2019-03-06T00:00,13.3,59,78,1000.6,20.2,0,0,0
2019-03-06T01:00,12.4,55,82,1000,14,0,0,0
2019-03-06T02:00,12,39,82,999.5,14.1,0,0,0
2019-03-06T03:00,11.4,46,87,999.1,12,0,0,0
2019-03-06T04:00,11.2,59,89,998.9,7.6,0,0,0
2019-03-06T05:00,11.2,74,90,999.2,6.1,0,0,0
2019-03-06T06:00,11.6,90,92,999.5,12,0,0,0
2019-03-06T07:00,11.8,94,92,1000.4,8.2,10,10,0
2019-03-06T08:00,12.5,43,93,1001,6.5,23,23,0
2019-03-06T09:00,14.2,71,81,1001.7,14.1,308,111,540.6
2019-03-06T10:00,14.6,74,78,1002.1,8.9,515,134,729.7
2019-03-06T11:00,13.5,91,92,1002.7,8.7,83,83,0
2019-03-06T12:00,12.7,94,88,1003.3,16.8,534,452,115.4
2019-03-06T13:00,13.4,71,78,1003.6,15.8,472,469,4.1
2019-03-06T14:00,13.4,59,74,1003.5,16.3,622,334,415.5
2019-03-06T15:00,14.1,46,65,1003.5,17.4,575,247,541.1
2019-03-06T16:00,13.6,82,69,1003.8,22.1,301,265,75.9
2019-03-06T17:00,12.4,79,76,1004.1,19.4,41,41,0
2019-03-06T18:00,12.2,95,76,1004.8,11.3,24,23,7
2019-03-06T19:00,11.5,99,87,1006,3.3,0,0,0
2019-03-06T20:00,11.2,93,87,1007.7,14,0,0,0
2019-03-06T21:00,11.4,85,80,1009,5.8,0,0,0
2019-03-06T22:00,10.9,89,82,1010,11.3,0,0,0
2019-03-06T23:00,10.4,91,85,1010.8,3.9,0,0,0
2019-03-07T00:00,10.2,78,88,1011.2,2.3,0,0,0
2019-03-07T01:00,10,74,89,1011.9,2.8,0,0,0
2019-03-07T02:00,9.8,47,91,1012.2,1,0,0,0
2019-03-07T03:00,9.7,42,91,1012.2,2.2,0,0,0
2019-03-07T04:00,9.7,62,92,1012.3,1.1,0,0,0
