P_phys,I_F
0.634875699294187,0.047568691564246056
0.6183248138100328,0.018394221704610293
0.5971551148234101,0.02157404401438835
0.5714538914345929,0.021331019699799777
0.5408650292560794,0.006557162508537295
0.5053867505678472,0.03429148841665738
0.46489517853903584,0.027582040587378596
0.4191409340608206,0.05640757629875087
0.3679786485457482,0.009736421223801106
0.3111963074599968,0.0180817449263561
0.15946007948909163,0.1839161461533788
0.2158834886673141,0.12178637581553746
0.27131753352607896,0.06395272270196639
0.3244278783854311,0.04843895755350049
0.374469513472159,0.039076557433600057
0.4210967836909786,0.04587216724233125
0.46368046432259663,0.028171545688253034
0.5023936903787073,0.017046527160497354
0.5369455804560935,0.02016923451234313
0.5673174573156511,0.09432398568735455
0.5935980305599315,0.19434840045221025
0.615646214085674,0.16447041987188474
0.6336535573223367,0.13909731519260068
0.647272920624594,0.05648080476147343
0.6566769824237563,0.07664450910239959
0.6616231445112578,0.10130026275529685
0.6623905494000958,0.14137788547557284
0.6586809119677348,0.10385972716552626
0.650591625784843,0.21550177705922569
0.6384359618212626,0.18289866210140399
0.6216075119402263,0.015660306252107487
0.600361712879392,0.06602119362335632
0.5746024367507857,0.21979028661688643
0.5441840444244564,0.11911809462636115
0.5088958309677974,0.10355734844231788
0.468418477506494,0.154657793602861
0.4228612891043957,0.26665705746798074
0.3720188691696245,0.06795624069316039
0.315432854596074,0.06560920702986942
0.2531505284173735,0.07691814272009083
0.18483158071243558,0.11735230158404879
0.16047160311979383,0.1512742654704957
0.21739434645340217,0.05227370369699427
0.273377883771876,0.02415498160672798
0.32699735967365434,0.0333336541933404
0.3775731751415728,0.03364442495350291
0.42454839227305025,0.04111650355871289
0.4675627248751852,0.041476488571470384
0.5065312047679279,0.00573101158406675
0.5412777361256713,0.003832066392918494
0.5718325066617639,0.020292763263284972
0.5981163046953958,0.006732589901121864
0.6199663339712461,0.006090353210368622
0.6376415611447719,0.004044264339635232
0.6509193100726568,0.019001511859605098
0.6599599759772024,0.003538025069113193
0.6648935116817543,0.012427532812599989
0.6652854179241724,0.005366738475265054
0.6614909253709816,0.007315824426889744
0.6533755336959016,0.01819973645369431
0.6409973501149473,0.015098867756996441
0.6241598012836083,0.008181092363945241
0.6029487485962812,0.017768101807906816
0.5771291761255347,0.009834002984069877
0.5468833900428957,0.014723464782090202
0.47172036996763433,0.0034156324930523676
0.42631575494773627,0.013619932179170626
0.3755419022906089,0.015584695903786446
0.31916564032550176,0.007430699720041643
0.2569264734096427,0.004714236320568663
0.1887018694267189,0.04535985005351381
0.3247775917556153,0.02103009527204788
0.3754527591884586,0.010096120345592954
0.42275215871805744,0.002631494422830219
0.46617267367759097,0.0061263763832997255
0.5056147542982992,0.0051547680129724865
